0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.02144,0.40932
0.021454,0.40906
0.01392,0.39866
-0.018139,0.36882
-0.080414,0.32175
-0.11577,0.29663
-0.16499,0.25764
-0.23457,0.20288
-0.2666,0.17597
-0.31268,0.1342
-0.34253,0.10152
-0.34812,0.094642
-0.36747,0.066003
-0.381,0.049869
-0.38958,0.03813
-0.40603,0.013668
-0.41757,-0.0059484
-0.42557,-0.023464
-0.42556,-0.020491
-0.42572,-0.020505
-0.42569,-0.020537
-0.42543,-0.020307
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42553,-0.020498
-0.42586,-0.02343
-0.39846,0.0087756
-0.37173,0.031528
-0.3247,0.066463
-0.25461,0.11498
-0.2352,0.12816
-0.16475,0.181
-0.11707,0.22083
-0.086126,0.24844
-0.039501,0.30034
-0.021158,0.31795
-0.01146,0.33166
0.0013764,0.35602
0.015084,0.38382
0.020474,0.39936
0.027594,0.43265
0.029068,0.44382
0.029305,0.44382
0.029054,0.44377
0.029014,0.44353
0.02891,0.44368
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.028763,0.44366
0.030726,0.44933
0.045132,0.42166
0.059332,0.39197
0.093548,0.31832
0.12706,0.25872
0.15254,0.2206
0.19037,0.1648
0.24813,0.10649
0.27682,0.072535
0.31618,0.037229
0.32626,0.023349
0.34467,0.0064168
0.37334,-0.013715
0.38561,-0.022349
0.41336,-0.038391
0.42324,-0.042931
0.42333,-0.043125
0.42326,-0.042887
0.42318,-0.042966
0.42332,-0.042924
0.42345,-0.042841
0.42315,-0.04288
0.42309,-0.042745
0.42309,-0.042745
0.42309,-0.042745
0.42309,-0.042745
0.42309,-0.042745
0.42309,-0.042745
0.42309,-0.042745
0.42722,-0.04435
0.41829,-0.048583
0.39736,-0.059424
0.32637,-0.081919
0.26361,-0.10656
0.22168,-0.12992
0.16236,-0.17095
0.13323,-0.20172
0.075688,-0.264
0.040583,-0.30346
0.029086,-0.31824
0.015462,-0.33804
-0.0023172,-0.36338
-0.010847,-0.37635
-0.022781,-0.39689
-0.037136,-0.42394
-0.034309,-0.42332
-0.034422,-0.42328
-0.034444,-0.42332
-0.034341,-0.42338
-0.034285,-0.42377
-0.034182,-0.42322
-0.034105,-0.42339
-0.034404,-0.42342
-0.034404,-0.42342
-0.034404,-0.42342
-0.034404,-0.42342
-0.034404,-0.42342
-0.034404,-0.42342
-0.034404,-0.42342
-0.036172,-0.42832
-0.0437,-0.41577
-0.054025,-0.39253
-0.074605,-0.33966
-0.11189,-0.259
-0.12365,-0.23793
-0.17457,-0.15931
-0.22148,-0.11499
-0.25315,-0.086558
-0.30278,-0.040831
-0.32216,-0.025117
-0.3349,-0.015534
-0.36256,0.0017683
-0.38078,0.013548
-0.39412,0.020998
-0.42214,0.034886
-0.4315,0.038778
-0.43132,0.038505
-0.43153,0.038915
-0.43121,0.038943
-0.43145,0.038905
-0.43186,0.039001
-0.43157,0.038843
-0.43156,0.038726
-0.43156,0.038726
-0.43156,0.038726
-0.43156,0.038726
-0.43156,0.038726
-0.43156,0.038726
-0.43156,0.038726
-0.43576,0.040168
-0.42569,0.044642
-0.37117,0.063631
-0.35151,0.071219
-0.26913,0.099297
-0.18417,0.14478
-0.16303,0.15896
-0.10161,0.22199
-0.0611,0.26997
-0.043377,0.30021
-0.024616,0.32498
-0.013192,0.34535
-0.0059121,0.36223
0.0035018,0.38048
0.014835,0.40851
0.022586,0.43094
0.023853,0.43619
0.023788,0.43614
0.024186,0.43629
0.023929,0.4361
0.023966,0.43635
0.023705,0.43612
0.02408,0.43633
0.023866,0.43627
0.023665,0.43627
0.023665,0.43627
0.023665,0.43627
0.023665,0.43627
0.023665,0.43627
0.023665,0.43627
0.023665,0.43627
0.024732,0.44078
0.04105,0.40557
0.047601,0.39068
0.07314,0.31276
0.10032,0.25051
0.12555,0.21099
0.18489,0.13863
0.22971,0.094828
0.2631,0.069138
0.30058,0.040916
0.31975,0.028009
